order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,order_seq
2499862,193001,prior,3,0,9,30.0,2
1173050,193001,prior,4,2,10,30.0,3
1649603,193201,prior,1,0,18,,0
1099471,193201,prior,2,3,13,30.0,1
3153388,193201,prior,3,0,15,25.0,2
2668279,193201,prior,4,2,17,30.0,3
1405752,193401,prior,36,1,19,10.0,0
116238,193401,prior,37,0,12,6.0,1
1876304,193401,prior,38,4,12,4.0,2
826475,193401,prior,39,2,17,26.0,3
2745642,193401,prior,40,0,8,5.0,4
3311575,193601,prior,2,1,15,6.0,0
1829720,193601,prior,3,2,17,8.0,1
1341830,193601,prior,4,1,14,13.0,2
559891,193601,prior,5,6,15,5.0,3
1003689,193601,prior,6,1,18,23.0,4
2096765,193801,prior,4,4,9,10.0,0
1593061,193801,prior,5,6,11,16.0,1
936498,193801,prior,6,2,19,10.0,2
2984030,193801,prior,7,0,15,12.0,3
2478523,193801,prior,8,0,17,7.0,4
811297,194001,prior,3,2,22,8.0,0
1930411,194001,prior,4,2,9,30.0,1
2591823,194001,prior,5,6,13,11.0,2
152455,194001,prior,6,1,14,30.0,3
1764977,194001,prior,7,3,19,16.0,4
405950,194201,prior,1,1,18,,0
1146209,194201,prior,2,3,18,30.0,1
2569632,194201,prior,3,2,2,30.0,2
2243473,194201,prior,4,0,16,30.0,3
268692,194401,prior,38,2,7,2.0,0
1685058,194401,prior,39,2,9,7.0,1
1473848,194401,prior,40,3,19,8.0,2
1929908,194401,prior,41,1,8,5.0,3
2954089,194401,prior,42,0,8,6.0,4
2361249,194601,prior,1,0,17,,0
2639656,194601,prior,2,0,18,30.0,1
2681942,194601,prior,3,0,15,7.0,2
250407,194601,prior,4,6,13,13.0,3
1838595,194601,prior,5,3,17,11.0,4
81708,194801,prior,1,0,18,,0
2375476,194801,prior,2,5,10,30.0,1
300279,194801,prior,3,1,13,30.0,2
950219,195001,prior,15,2,20,30.0,0
2016911,195001,prior,16,0,17,19.0,1
404330,195001,prior,17,2,13,23.0,2
426964,195001,prior,18,6,14,25.0,3
736473,195001,prior,19,5,15,13.0,4
3203241,195201,prior,4,0,15,13.0,0
651830,195201,prior,5,4,22,25.0,1
904020,195201,prior,6,5,7,15.0,2
3013695,195201,prior,7,5,12,7.0,3
1385868,195201,prior,8,0,17,9.0,4
2315020,195401,prior,31,6,8,7.0,0
2590332,195401,prior,32,6,15,14.0,1
1380039,195401,prior,33,3,15,11.0,2
2325958,195401,prior,34,6,15,3.0,3
270517,195401,prior,35,6,13,7.0,4
342757,195601,prior,12,1,8,0.0,0
2248412,195601,prior,13,4,12,3.0,1
55442,195601,prior,14,1,12,11.0,2
2648032,195601,prior,15,4,12,10.0,3
1512484,195601,prior,16,5,12,30.0,4
319894,195801,prior,1,1,16,,0
1913548,195801,prior,2,2,16,8.0,1
1117248,195801,prior,3,2,17,0.0,2
3264788,196001,prior,9,4,12,2.0,0
2327820,196001,prior,10,4,11,14.0,1
1226980,196001,prior,11,5,7,8.0,2
1065621,196001,prior,12,5,9,28.0,3
2734045,196001,prior,13,3,12,30.0,4
1279426,196201,prior,37,1,19,3.0,0
3177950,196201,prior,38,2,16,1.0,1
3076160,196201,prior,39,1,13,6.0,2
1756068,196201,prior,40,2,14,1.0,3
2634235,196201,prior,41,6,12,18.0,4
2727086,196401,prior,1,0,13,,0
1657794,196401,prior,2,2,20,16.0,1
1324141,196401,prior,3,0,13,12.0,2
864540,196401,prior,4,1,15,30.0,3
2467027,196401,prior,5,0,16,6.0,4
418573,196601,prior,7,1,10,5.0,0
1347610,196601,prior,8,3,11,2.0,1
2046795,196601,prior,9,1,9,5.0,2
2345208,196601,prior,10,4,13,3.0,3
166446,196601,prior,11,1,8,4.0,4
2107635,196801,prior,1,4,11,,0
1493218,196801,prior,2,2,12,30.0,1
3149336,196801,prior,3,5,8,10.0,2
402333,196801,prior,4,1,13,10.0,3
1436420,196801,prior,5,2,11,8.0,4
900147,197001,prior,4,5,8,30.0,0
115465,197001,prior,5,6,10,30.0,1
842307,197001,prior,6,0,13,15.0,2
541348,197001,prior,7,6,10,30.0,3
1205555,197001,prior,8,0,14,1.0,4
1148200,197201,prior,2,4,13,17.0,0
1551934,197201,prior,3,1,15,11.0,1
2654623,197201,prior,4,1,12,7.0,2
3288635,197201,prior,5,4,14,24.0,3
948889,197201,prior,6,1,12,11.0,4
248246,197401,prior,2,2,14,30.0,0
1606545,197401,prior,3,1,11,27.0,1
3263555,197401,prior,4,3,14,16.0,2
3335135,197401,prior,5,1,9,19.0,3
2719796,197401,prior,6,3,13,16.0,4
3332920,197601,prior,4,1,14,30.0,0
2541380,197601,prior,5,5,16,11.0,1
2905292,197601,prior,6,2,19,4.0,2
2112794,197601,prior,7,6,9,18.0,3
3012469,197601,prior,8,3,16,11.0,4
2233844,197801,prior,10,2,11,13.0,0
2371048,197801,prior,11,5,10,3.0,1
1762734,197801,prior,12,3,11,12.0,2
2326950,197801,prior,13,4,11,8.0,3
2461447,197801,prior,14,5,15,15.0,4
1891752,198001,prior,1,0,18,,0
328133,198001,prior,2,0,10,30.0,1
2943489,198001,prior,3,3,20,30.0,2
982072,198201,prior,1,5,10,,0
463263,198201,prior,2,0,10,9.0,1
2002721,198201,prior,3,1,15,15.0,2
117437,198201,prior,4,0,12,30.0,3
97699,198201,prior,5,4,15,4.0,4
2898169,198401,prior,32,5,12,4.0,0
2862720,198401,prior,33,1,8,17.0,1
704530,198401,prior,34,4,9,3.0,2
1460737,198401,prior,35,2,12,5.0,3
1841463,198401,prior,36,1,10,6.0,4
2800259,198601,prior,8,1,16,17.0,0
1589271,198601,prior,9,4,14,24.0,1
3359729,198601,prior,10,0,13,10.0,2
2246260,198601,prior,11,3,10,17.0,3
483632,198601,prior,12,5,14,30.0,4
1874079,198801,prior,5,3,17,30.0,0
2925151,198801,prior,6,5,10,16.0,1
44708,198801,prior,7,1,22,3.0,2
1874600,198801,prior,8,6,17,19.0,3
3319906,198801,prior,9,3,0,18.0,4
147420,199001,prior,6,0,11,14.0,0
706062,199001,prior,7,3,11,10.0,1
985188,199001,prior,8,0,14,25.0,2
2922735,199001,prior,9,4,12,18.0,3
2798571,199001,prior,10,0,9,3.0,4
3320039,199201,prior,10,1,12,13.0,0
2354946,199201,prior,11,4,13,3.0,1
564871,199201,prior,12,1,11,4.0,2
3382453,199201,prior,13,5,18,4.0,3
528774,199201,prior,14,4,11,6.0,4
332249,199401,prior,8,5,10,3.0,0
1176481,199401,prior,9,1,16,10.0,1
757979,199401,prior,10,5,10,30.0,2
1825439,199401,prior,11,2,11,11.0,3
1640645,199401,prior,12,2,18,28.0,4
1364297,199601,prior,50,1,20,3.0,0
2419380,199601,prior,51,5,10,4.0,1
380560,199601,prior,52,6,19,1.0,2
3297724,199601,prior,53,3,20,4.0,3
1604339,199601,prior,54,1,12,5.0,4
1163068,199801,prior,2,0,15,30.0,0
3341033,199801,prior,3,4,15,4.0,1
1420999,199801,prior,4,5,23,15.0,2
687882,199801,prior,5,6,18,30.0,3
2548195,199801,prior,6,0,12,30.0,4
722041,200001,prior,1,5,17,,0
1016730,200001,prior,2,3,10,30.0,1
566932,200001,prior,3,5,13,30.0,2
1708205,200001,prior,4,4,19,30.0,3
804311,200201,prior,12,1,15,30.0,0
2369350,200201,prior,13,6,16,12.0,1
1427108,200201,prior,14,6,14,7.0,2
3416026,200201,prior,15,4,18,12.0,3
1440141,200201,prior,16,6,8,30.0,4
2856319,200401,prior,17,0,15,26.0,0
965330,200401,prior,18,1,20,8.0,1
438566,200401,prior,19,0,14,13.0,2
638462,200401,prior,20,1,18,15.0,3
1251047,200401,prior,21,4,15,17.0,4
3396727,200601,prior,1,3,0,,0
3029011,200601,prior,2,0,19,30.0,1
158522,200601,prior,3,0,12,21.0,2
462722,200601,prior,4,4,11,30.0,3
2174852,200801,prior,4,4,18,15.0,0
1830927,200801,prior,5,4,12,7.0,1
107404,200801,prior,6,1,15,4.0,2
288942,200801,prior,7,4,17,10.0,3
1702977,200801,prior,8,2,18,5.0,4
1399207,201001,prior,21,0,18,7.0,0
2426710,201001,prior,22,0,19,14.0,1
541923,201001,prior,23,0,15,7.0,2
2562355,201001,prior,24,0,13,7.0,3
2583541,201001,prior,25,6,22,6.0,4
702678,201201,prior,27,0,16,2.0,0
822784,201201,prior,28,0,1,14.0,1
1446585,201201,prior,29,5,23,19.0,2
2403407,201201,prior,30,6,16,1.0,3
2392295,201201,prior,31,0,1,8.0,4
1002213,201401,prior,8,5,12,11.0,0
1125608,201401,prior,9,5,14,21.0,1
95225,201401,prior,10,5,11,14.0,2
315075,201401,prior,11,2,10,11.0,3
1019818,201401,prior,12,4,16,9.0,4
1321374,201601,prior,1,0,17,,0
3061855,201601,prior,2,6,20,27.0,1
1605995,201601,prior,3,5,14,30.0,2
3097700,201601,prior,4,0,10,30.0,3
2769408,201601,prior,5,3,7,30.0,4
1217355,201801,prior,1,1,15,,0
1430522,201801,prior,2,3,11,9.0,1
2386097,201801,prior,3,4,17,15.0,2
1772496,202001,prior,45,1,7,5.0,0
1184098,202001,prior,46,1,9,7.0,1
3248409,202001,prior,47,4,10,3.0,2
1428010,202001,prior,48,2,9,5.0,3
1920938,202001,prior,49,3,18,8.0,4
2929422,202201,prior,2,4,16,4.0,0
973979,202201,prior,3,4,11,21.0,1
343883,202201,prior,4,1,16,18.0,2
2675697,202201,prior,5,2,14,8.0,3
1113747,202201,prior,6,4,16,2.0,4
443635,202401,prior,23,5,12,13.0,0
2558350,202401,prior,24,5,16,30.0,1
1062645,202401,prior,25,6,8,15.0,2
503735,202401,prior,26,2,19,3.0,3
2626033,202401,prior,27,5,14,24.0,4
1947268,202601,prior,45,0,16,14.0,0
241111,202601,prior,46,6,13,6.0,1
3240807,202601,prior,47,6,13,14.0,2
2481095,202601,prior,48,1,12,9.0,3
275823,202601,prior,49,6,17,5.0,4
837652,202801,prior,1,5,13,,0
662564,202801,prior,2,1,8,30.0,1
2794052,202801,prior,3,2,9,8.0,2
586323,203001,prior,3,3,9,7.0,0
593959,203001,prior,4,5,13,30.0,1
1231942,203001,prior,5,2,14,30.0,2
450483,203001,prior,6,0,15,5.0,3
2194238,203001,prior,7,3,19,30.0,4
1812087,203201,prior,1,4,13,,0
776586,203201,prior,2,0,16,30.0,1
3034076,203201,prior,3,2,16,30.0,2
605159,203201,prior,4,1,14,30.0,3
1739188,203401,prior,16,3,16,7.0,0
1137360,203401,prior,17,2,14,27.0,1
3044180,203401,prior,18,1,16,6.0,2
1518488,203401,prior,19,0,17,20.0,3
992083,203401,prior,20,5,16,19.0,4
2149663,203601,prior,1,1,19,,0
1457234,203601,prior,2,2,8,15.0,1
176241,203601,prior,3,4,16,30.0,2
3304729,203601,prior,4,4,11,30.0,3
2674794,203801,prior,34,6,16,6.0,0
2404027,203801,prior,35,0,10,15.0,1
1756854,203801,prior,36,0,12,7.0,2
1998149,203801,prior,37,0,12,0.0,3
2443454,203801,prior,38,5,15,12.0,4
3031579,204001,prior,11,4,11,30.0,0
761276,204001,prior,12,1,13,30.0,1
857028,204001,prior,13,0,12,30.0,2
1228797,204001,prior,14,0,16,21.0,3
366952,204001,prior,15,0,18,30.0,4
1226332,204201,prior,1,6,13,,0
940502,204201,prior,2,0,12,22.0,1
2009507,204201,prior,3,1,15,8.0,2
1153237,204401,prior,47,2,13,0.0,0
2413890,204401,prior,48,0,11,5.0,1
179348,204401,prior,49,3,16,3.0,2
1154302,204401,prior,50,5,13,2.0,3
1339801,204401,prior,51,0,15,2.0,4
2295139,204601,prior,1,4,13,,0
646440,204601,prior,2,6,19,30.0,1
2647818,204601,prior,3,5,11,30.0,2
2463542,204601,prior,4,1,16,30.0,3
2723322,204801,prior,40,2,9,7.0,0
2603179,204801,prior,41,2,8,7.0,1
2447496,204801,prior,42,2,9,7.0,2
1815360,204801,prior,43,1,13,13.0,3
622429,204801,prior,44,1,9,7.0,4
3320401,205001,prior,1,6,18,,0
2058272,205001,prior,2,0,17,30.0,1
2913276,205001,prior,3,0,17,0.0,2
611260,205001,prior,4,6,18,6.0,3
1916840,205201,prior,5,2,21,30.0,0
2845426,205201,prior,6,2,16,30.0,1
1381842,205201,prior,7,0,19,30.0,2
2370737,205201,prior,8,4,16,25.0,3
120369,205201,prior,9,0,14,30.0,4
565118,205401,prior,1,2,11,,0
634906,205401,prior,2,4,15,30.0,1
2923562,205401,prior,3,2,12,19.0,2
122564,205401,prior,4,0,10,30.0,3
599013,205401,prior,5,0,9,14.0,4
3221636,205601,prior,20,4,13,29.0,0
1926439,205601,prior,21,2,10,26.0,1
3353985,205601,prior,22,2,16,14.0,2
773562,205601,prior,23,1,16,13.0,3
759944,205601,prior,24,4,12,30.0,4
994640,205801,prior,7,0,14,14.0,0
2248393,205801,prior,8,6,18,20.0,1
792578,205801,prior,9,0,14,30.0,2
2309899,205801,prior,10,0,12,14.0,3
368609,205801,prior,11,1,14,30.0,4
1801410,206001,prior,1,5,13,,0
1193579,206001,prior,2,2,13,4.0,1
1374233,206001,prior,3,1,9,27.0,2
351544,206001,prior,4,2,23,30.0,3
2547959,206201,prior,28,0,13,1.0,0
1046357,206201,prior,29,4,21,4.0,1
584166,206201,prior,30,0,7,24.0,2
1125912,206201,prior,31,1,11,22.0,3
3103285,206201,prior,32,3,17,16.0,4
1187899,1,train,11,4,8,14.0,5
2780124,201,train,8,6,12,23.0,5
2534943,401,train,5,5,10,5.0,4
1094091,601,test,10,4,8,28.0,5
1553088,801,train,6,5,11,4.0,5
2771992,1001,test,6,2,11,24.0,5
115809,1201,test,7,0,16,30.0,5
2770748,1401,train,22,5,8,19.0,5
248747,1601,train,6,0,19,13.0,5
2994726,1801,train,4,0,12,7.0,3
2587900,2001,test,20,1,10,30.0,5
760946,2201,train,11,5,18,16.0,5
2865637,2401,train,4,2,14,14.0,3
2034064,2601,test,6,1,10,30.0,5
649627,2801,train,5,1,9,14.0,4
750006,3001,train,18,3,16,11.0,5
984642,3201,train,13,1,9,5.0,5
75768,3401,test,5,6,12,20.0,4
2066467,3601,test,5,3,12,30.0,4
2274684,3801,train,25,5,11,10.0,5
2860970,4001,train,23,4,9,8.0,5
21279,4201,test,10,4,15,30.0,5
2610988,4401,test,12,6,13,5.0,5
2684675,4601,test,11,0,15,21.0,5
2845360,4801,train,16,6,9,24.0,5
2841916,5001,train,7,3,16,30.0,5
531280,5201,train,6,2,7,30.0,5
755685,5401,train,4,3,15,30.0,3
627985,5601,test,16,0,17,13.0,5
3076254,5801,train,23,1,15,7.0,5
2968568,6001,train,6,1,23,20.0,5
94105,6201,test,4,1,6,7.0,3
89500,6401,test,8,1,13,4.0,5
1855298,6601,train,7,6,15,30.0,5
253975,6801,train,80,5,13,7.0,5
2971578,7001,test,5,2,10,30.0,4
2126885,7201,test,5,6,7,13.0,4
426053,7401,test,8,5,18,14.0,5
3257791,7601,train,30,6,17,30.0,5
839312,7801,test,6,6,16,10.0,5
1573128,8001,train,23,1,8,6.0,5
1598240,8201,train,17,5,21,20.0,5
3127489,8401,test,5,3,11,6.0,4
54809,8601,train,64,4,9,2.0,5
647049,8801,train,26,0,13,7.0,5
1574633,9001,test,8,5,13,30.0,5
738415,9201,train,5,1,9,30.0,4
3119375,9401,train,22,0,11,5.0,5
1111197,9601,train,18,1,13,5.0,5
13608,9801,test,9,0,13,30.0,5
319287,10001,test,23,0,19,6.0,5
983729,10201,test,4,2,16,27.0,3
1669821,10401,train,21,4,19,17.0,5
1450488,10601,test,6,0,15,12.0,5
845041,10801,test,5,4,10,30.0,4
3110985,11001,test,51,3,8,5.0,5
1321986,11201,test,8,3,16,30.0,5
94196,11401,train,5,5,14,8.0,4
1008516,11601,test,9,6,11,29.0,5
3222536,11801,train,7,1,15,30.0,5
3391640,12001,train,63,6,9,8.0,5
2649144,12201,test,16,3,11,3.0,5
2533236,12401,test,14,6,19,2.0,5
164965,12601,train,7,3,14,30.0,5
1536305,12801,train,46,6,15,10.0,5
2117198,13001,train,5,3,18,30.0,4
2091237,13201,train,13,3,10,8.0,5
218611,13401,test,9,0,10,30.0,5
2612492,13601,train,4,1,9,21.0,3
2195920,13801,test,29,1,13,3.0,5
2406157,14001,train,5,0,14,30.0,4
877284,14201,train,12,1,12,30.0,5
1546557,14401,train,27,1,17,8.0,5
2686343,14601,test,10,0,17,30.0,5
2415871,14801,test,7,2,8,30.0,5
124449,15001,test,4,6,7,20.0,3
1957693,15201,test,8,6,7,5.0,5
3090732,15401,train,16,5,14,26.0,5
2364483,15601,train,4,2,2,18.0,3
3357302,15801,test,51,0,23,6.0,5
1585967,16001,test,43,0,10,6.0,5
471530,16201,train,4,6,10,30.0,3
2250430,16401,train,10,6,14,30.0,5
3269300,16601,train,5,1,12,7.0,4
2747812,16801,test,5,0,18,30.0,4
3331154,17001,test,81,5,9,3.0,5
1234752,17201,train,6,5,17,17.0,5
363390,17401,test,28,1,14,6.0,5
1768894,17601,train,19,6,23,4.0,5
3203682,17801,test,27,4,14,8.0,5
988715,18001,train,5,1,11,8.0,4
712375,18201,train,25,0,13,28.0,5
2171864,18401,test,5,1,7,19.0,4
784331,18601,train,26,0,17,12.0,5
334596,18801,train,4,2,14,19.0,3
3403739,19001,train,8,2,13,8.0,5
328280,19201,test,30,4,17,14.0,5
2027496,19401,train,36,4,12,10.0,5
91850,19601,test,9,4,10,30.0,5
773654,19801,train,20,6,9,5.0,5
446509,20001,test,100,5,12,3.0,5
3137441,20201,train,6,3,14,5.0,5
761503,20401,train,8,2,16,30.0,5
1227585,20601,test,6,5,12,13.0,5
3299159,20801,train,18,0,18,7.0,5
446971,21001,test,4,4,12,16.0,3
1790109,21201,train,5,1,11,30.0,4
371664,21401,test,7,6,14,19.0,5
3053208,21601,train,5,6,21,18.0,4
3191327,21801,train,41,0,19,0.0,5
370327,22001,test,11,0,17,17.0,5
2820,22201,train,4,2,19,9.0,3
1006003,22401,test,30,0,12,16.0,5
2715094,22601,train,4,5,21,4.0,3
2523508,22801,train,38,0,15,5.0,5
2176962,23001,test,13,0,22,7.0,5
1125411,23201,test,26,0,11,3.0,5
3115265,23401,test,26,0,8,22.0,5
489709,23601,train,12,3,15,30.0,5
67449,23801,test,4,1,9,4.0,3
1140254,24001,test,18,5,7,7.0,5
1645277,24201,test,24,0,15,12.0,5
1791313,24401,test,4,4,15,21.0,3
2429050,24601,train,4,2,11,30.0,3
1967613,24801,train,8,1,16,4.0,5
3413135,25001,train,19,4,10,2.0,5
2499626,25201,test,16,5,13,4.0,5
2178123,25401,train,13,0,12,2.0,5
2530745,25601,test,14,5,17,30.0,5
724874,25801,train,6,3,19,30.0,5
3115040,26001,train,11,3,6,9.0,5
1497877,26201,train,4,4,18,30.0,3
3230649,26401,train,6,4,15,7.0,5
732895,26601,test,6,1,17,8.0,5
1188570,26801,test,36,6,8,7.0,5
3039409,27001,test,11,6,10,25.0,5
1603023,27201,train,60,6,9,5.0,5
502058,27401,train,6,2,17,30.0,5
2530389,27601,test,4,4,22,10.0,3
1917790,27801,test,52,6,12,7.0,5
2163317,28001,test,4,5,20,30.0,3
2574019,28201,train,31,5,13,0.0,5
1844232,28401,test,4,2,11,8.0,3
3400854,28601,train,4,3,11,30.0,3
2469454,28801,train,7,3,12,9.0,5
3040149,29001,test,10,6,12,30.0,5
606326,29201,train,21,0,20,7.0,5
1230165,29401,train,13,2,7,30.0,5
2315184,29601,train,8,3,10,7.0,5
1521400,29801,test,11,6,11,15.0,5
795889,30001,test,15,0,17,6.0,5
271524,30201,test,15,3,15,30.0,5
3092127,30401,train,7,0,13,30.0,5
756245,30601,train,13,2,18,30.0,5
552512,30801,train,16,6,16,30.0,5
2435724,31001,train,11,3,12,12.0,5
330702,31201,train,5,0,14,6.0,4
1791840,31401,test,11,1,12,14.0,5
2286819,31601,train,8,6,22,19.0,5
2682535,31801,train,44,1,15,2.0,5
1978446,32001,test,71,0,16,4.0,5
2571847,32201,train,4,4,18,30.0,3
3371245,32401,test,5,3,12,30.0,4
2232033,32601,train,10,1,8,30.0,5
1817187,32801,train,5,3,11,30.0,4
3222527,33001,train,21,0,12,14.0,5
2232048,33201,train,4,5,14,27.0,3
1649301,33401,train,33,6,15,3.0,5
511941,33601,test,5,1,14,30.0,4
928682,33801,train,6,3,13,14.0,5
853190,34001,train,25,2,5,4.0,5
1483498,34201,test,9,6,0,2.0,5
1203312,34401,train,4,1,17,30.0,3
3043077,34601,train,6,4,10,25.0,5
3283467,34801,train,7,0,11,14.0,5
966767,35001,train,4,2,11,30.0,3
3128602,35201,test,37,5,12,15.0,5
1106908,35401,test,38,2,10,3.0,5
2169197,35601,train,7,0,21,30.0,5
1917136,35801,train,4,1,11,30.0,3
2970275,36001,test,4,0,12,24.0,3
2172581,36201,train,8,3,11,30.0,5
321281,36401,train,19,1,20,30.0,5
3130054,36601,train,8,1,13,30.0,5
2082132,36801,train,42,1,19,11.0,5
1408642,37001,train,17,2,11,11.0,5
2252097,37201,train,16,6,18,30.0,5
719165,37401,train,9,6,20,19.0,5
2824029,37601,train,10,4,11,2.0,5
2507383,37801,train,41,6,21,8.0,5
1415464,38001,test,12,1,13,6.0,5
3276744,38201,test,7,5,15,9.0,5
2252191,38401,test,11,1,14,30.0,5
2042077,38601,train,6,4,13,30.0,5
3259587,38801,test,5,0,16,30.0,4
3325764,39001,test,34,4,19,17.0,5
1022965,39201,test,7,1,15,8.0,5
961077,39401,train,6,0,14,30.0,5
664724,39601,train,13,3,12,9.0,5
1792442,39801,test,82,3,11,5.0,5
2791373,40001,test,22,6,9,2.0,5
3108869,40201,train,13,0,14,6.0,5
2997432,40401,test,37,0,15,8.0,5
1268133,40601,train,12,5,14,30.0,5
2725651,40801,train,8,4,20,22.0,5
1792911,41001,train,4,1,14,21.0,3
2560213,41201,train,5,0,23,30.0,4
2740001,41401,train,8,5,9,30.0,5
2979488,41601,train,15,0,22,7.0,5
3251264,41801,train,21,0,15,10.0,5
1522630,42001,test,4,0,18,14.0,3
3017872,42201,train,63,3,11,3.0,5
754764,42401,test,6,2,23,7.0,5
205276,42601,train,16,0,15,3.0,5
467007,42801,train,24,2,18,5.0,5
2950444,43001,test,27,0,13,0.0,5
3411489,43201,train,33,0,10,9.0,5
196096,43401,train,7,2,14,30.0,5
601990,43601,train,10,5,22,6.0,5
2070751,43801,train,6,1,9,4.0,5
2651749,44001,train,18,0,15,30.0,5
2410918,44201,train,5,4,9,30.0,4
1743093,44401,train,5,4,21,30.0,4
1555856,44601,train,48,4,15,6.0,5
2281480,44801,train,27,6,15,30.0,5
61374,45001,test,36,2,14,12.0,5
481395,45201,train,35,1,17,3.0,5
3327315,45401,test,8,3,21,30.0,5
1016854,45601,train,9,1,21,15.0,5
944225,45801,test,13,1,17,4.0,5
2760854,46001,train,9,5,12,8.0,5
1781818,46201,train,4,2,17,30.0,3
2338745,46401,train,16,5,11,28.0,5
2311888,46601,train,4,1,9,30.0,3
3192436,46801,train,28,0,18,1.0,5
3344357,47001,train,5,0,22,20.0,4
70691,47201,test,29,3,18,25.0,5
1676629,47401,test,5,3,22,8.0,4
2864765,47601,train,4,0,12,20.0,3
77466,47801,test,7,0,17,7.0,5
3035067,48001,train,4,1,9,28.0,3
383142,48201,train,40,1,14,3.0,5
1655387,48401,test,48,4,14,0.0,5
862012,48601,test,17,6,11,20.0,5
2449393,48801,train,12,0,15,17.0,5
1033963,49001,test,33,0,10,14.0,5
2200123,49201,test,36,6,17,7.0,5
878095,49401,test,9,0,19,8.0,5
1658628,49601,train,11,0,13,13.0,5
765849,49801,test,6,6,16,0.0,5
2325740,50001,train,11,2,15,4.0,5
887704,50201,test,8,3,17,9.0,5
3244512,50401,train,8,5,12,30.0,5
2904611,50601,test,6,6,14,10.0,5
2819319,50801,test,18,0,13,7.0,5
3393457,51001,test,9,1,8,30.0,5
2885614,51201,train,16,3,8,27.0,5
1396716,51401,train,5,6,22,7.0,4
315956,51601,train,80,2,13,25.0,5
1342132,51801,train,10,5,20,23.0,5
2046694,52001,train,7,5,15,30.0,5
3121846,52201,train,11,1,11,30.0,5
2153944,52401,train,26,0,12,22.0,5
383264,52601,train,8,0,1,8.0,5
2305249,52801,train,5,6,16,30.0,4
1283121,53001,test,100,6,14,0.0,5
3409425,53201,train,9,3,17,30.0,5
2541288,53401,train,12,4,17,8.0,5
2755648,53601,train,9,6,12,30.0,5
580592,53801,test,15,3,14,6.0,5
578575,54001,train,79,1,9,4.0,5
989583,54201,test,8,0,17,30.0,5
3346933,54401,train,4,0,20,30.0,3
2648047,54601,train,10,4,11,7.0,5
452836,54801,train,33,0,8,5.0,5
111277,55001,test,4,5,22,30.0,3
2013438,55201,train,5,0,11,30.0,4
3026288,55401,test,4,2,14,30.0,3
2388793,55601,train,4,2,11,21.0,3
33145,55801,train,11,1,19,10.0,5
252620,56001,test,8,6,13,7.0,5
2510712,56201,train,4,2,17,12.0,3
2096875,56401,train,37,4,14,7.0,5
3055085,56601,train,9,2,19,30.0,5
2944681,56801,train,69,5,11,18.0,5
93292,57001,train,5,4,21,30.0,4
2170769,57201,test,6,5,12,30.0,5
162428,57401,test,9,6,20,16.0,5
1787768,57601,train,58,5,18,4.0,5
230502,57801,train,15,6,9,21.0,5
1587223,58001,train,21,5,5,11.0,5
605321,58201,test,29,4,17,20.0,5
523690,58401,train,6,4,18,30.0,5
1956942,58601,test,4,2,17,11.0,3
3303305,58801,test,10,6,16,24.0,5
3013494,59001,train,29,0,18,7.0,5
904006,59201,test,7,6,19,10.0,5
3264620,59401,train,6,3,13,30.0,5
1357715,59601,train,6,1,12,15.0,5
2288397,59801,train,44,6,11,5.0,5
253329,60001,train,45,0,17,7.0,5
665520,60201,test,14,0,15,30.0,5
2833525,60401,train,29,0,7,18.0,5
2858677,60601,train,7,5,9,5.0,5
1064295,60801,train,9,6,21,30.0,5
3142990,61001,test,5,6,19,30.0,4
629500,61201,test,6,6,6,30.0,5
3089443,61401,test,4,2,10,26.0,3
986009,61601,train,4,0,15,15.0,3
2116266,61801,train,4,3,12,30.0,3
1281213,62001,test,15,3,13,30.0,5
1161808,62201,test,18,3,13,30.0,5
1374161,62401,train,9,4,23,28.0,5
2659094,62601,train,4,5,17,30.0,3
2905048,62801,train,20,3,16,16.0,5
1914386,63001,train,29,2,13,3.0,5
1744944,63201,test,6,0,17,30.0,5
3241608,63401,train,4,3,9,9.0,3
3195276,63601,test,10,4,11,10.0,5
583198,63801,train,12,2,9,20.0,5
2481171,64001,train,11,1,19,30.0,5
1903694,64201,train,14,4,10,30.0,5
3407389,64401,train,5,0,9,30.0,4
1209196,64601,train,15,1,10,30.0,5
1905456,64801,test,11,6,16,16.0,5
3007403,65001,train,4,4,15,27.0,3
2901305,65201,test,9,2,15,0.0,5
1752120,65401,train,34,0,8,18.0,5
2063281,65601,train,10,1,7,30.0,5
3148432,65801,train,6,0,9,21.0,5
2299360,66001,train,5,2,20,28.0,4
2482818,66201,train,15,6,12,30.0,5
2505068,66401,train,7,5,18,30.0,5
1099180,66601,train,7,5,16,30.0,5
3167967,66801,train,7,0,13,14.0,5
2526780,67001,train,6,1,14,30.0,5
2025902,67201,train,7,2,10,30.0,5
461811,67401,test,5,4,10,30.0,4
748029,67601,train,5,0,16,9.0,4
56122,67801,train,8,1,18,27.0,5
1889409,68001,test,22,0,10,12.0,5
3052253,68201,train,5,5,13,30.0,4
629046,68401,train,11,2,10,25.0,5
1961908,68601,test,4,1,13,22.0,3
3143222,68801,train,26,6,8,21.0,5
2953984,69001,test,11,0,14,13.0,5
1743049,69201,train,5,5,19,7.0,4
2597752,69401,train,10,0,17,24.0,5
2355256,69601,train,11,1,13,22.0,5
1382248,69801,train,5,0,16,18.0,4
2315205,70001,test,41,6,18,13.0,5
